id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,old_clustering,interaction_count,temp_term_score,num_tweets,term_score_distinct_tweets,final_term_score,cluster_diff
239489739,SirLoinn,10,15592,103,90,4,7737,37.2378453381,30-39,701,8,5,0,5,5,5,0,0,0,0,0.0147673003,0,0,0,34,8.951657890471662E-5,1.5099278E-4,0,505,0.34285715,26,0,250,0,0,-0.34285715
443804372,mrwclarkson,10,9927,843,1065,11,39,47.6491971227,40-49,716,7,7,7,14,14,7,7,10,3.2950020317,1585.4598173421,0.0397769464,0.010989011,0.071428575,0,135,9.87893496886271E-5,2.0132371E-4,2.0655822E-4,99,0.41443852,8,0,202,0,0,-0.343009945
956281,ingridrkonopka,10,3494,159,394,7,87,42.7503642181,40-49,685,6,5,8,13,13,5,8,10,3.5127996749,1437.7609445146,0.0241599693,0.0448717949,0.125,0,135,1.0071960218379318E-4,1.5099278E-4,1.5491867E-4,505,0.4688172,12,2,200,2,0.01,-0.3438172
55649216,EatThatQuestion,10,992,304,168,13,77,28.1127224491,20-29,525,5,4,3,7,7,4,3,9,3.6761479074,324.3128647211,0.0201135227,0.0238095238,0.16666667,0,135,6.364598128099607E-5,1.2582731E-4,1.2909889E-4,99,0.51111114,0,0,200,0,0,-0.34444447
140186605,Canada_1867,10,117,106,219,4,0,22.175018001,20-29,495,1,8,10,18,18,8,10,10,3.3222267371,5274.7078025639,0.0224018492,0.0032679739,0.011111111,0,135,1.2829841814826699E-4,2.2648917E-4,2.32378E-4,99,0.35560054,0,2,117,2,0.0170940171,-0.344489429
21767372,FriendlyLawyer,10,3802,222,325,14,4,41.6038512321,40-49,627,6,9,9,18,18,9,9,10,3.5071109305,3573.7005962299,0.0312911562,0.0294117647,0.11363637,0,135,1.3499390764531516E-4,2.5165462E-4,2.5819778E-4,505,0.45816463,11,0,200,0,0,-0.34452826
487981280,notacons,10,645,13,111,0,16,24.6420193741,20-29,367,4,1,5,6,6,1,5,10,3.5371800081,80.8890349979,0.0034694602,0.0666666667,0.1,0,135,6.012078339232711E-5,5.0330927E-5,5.1639556E-5,283,0.44474155,6,0,199,0,0,-0.34474155
287655600,Juscored,10,1430,124,752,1,44,23.0257298973,20-29,405,6,3,9,12,12,3,9,10,3.3624542869,574.9801741699,0.0137584906,0.0151515152,0.027777778,0,135,6.863740573376276E-5,1.00661855E-4,1.0327911E-4,505,0.37264672,1,3,200,3,0.015,-0.344868942
31159339,Stephistan,10,157,78,381,0,21,20.8904748848,20-29,323,2,4,4,8,8,4,4,10,3.734660707,364.4676924324,0.0117597914,0.0178571429,0.033333335,0,135,9.003882069306592E-5,1.2582731E-4,1.2909889E-4,505,0.37849462,1,0,157,0,0,-0.345161285
39234426,gsmardli,10,108,28,96,0,94,40.2981785025,40-49,482,4,3,3,6,6,3,3,10,4.0255993499,144.9916121507,0.0034711372,0,0,0,135,5.929256147316878E-5,1.00661855E-4,1.0327911E-4,283,0.34545454,9,1,200,1,0.005,-0.34545454
57568642,WayneFougere,10,3043,156,523,4,4,41.168474751,40-49,665,6,1,6,7,7,1,6,10,3.7245022349,69.3784977912,0.0020539171,0.0476190476,0.1,0,135,7.570624297740347E-5,5.0330927E-5,5.1639556E-5,71,0.44551283,2,0,200,0,0,-0.34551283
214613340,KathrynB_FSJ,10,14072,428,434,37,89,38.5396269115,30-39,739,8,4,4,8,8,4,4,10,4.1763510768,1005.5375345955,0.0034326377,0.0357142857,0.1,0,135,1.1177538630648499E-4,1.2582731E-4,1.2909889E-4,99,0.44871795,8,0,200,0,0,-0.34871795
19957201,Killandra,10,14944,3034,3351,90,556,42.0639541236,40-49,683,6,7,7,14,14,7,7,10,3.7188134905,3068.0496788585,0.0138822276,0,0,0,135,1.7142191788401012E-4,2.0132371E-4,2.0655822E-4,505,0.35177046,7,8,200,8,0.04,-0.35177046
269643383,nicpwall,10,990,134,521,1,9,34.4094453909,30-39,520,5,4,7,11,11,4,7,10,3.5505891914,608.4310345981,0.0094565609,0.0272727273,0.055555556,0,135,8.118925530441491E-5,1.2582731E-4,1.2909889E-4,505,0.40808415,2,3,200,3,0.015,-0.352528594
391553226,EricClevinger,10,220,18,53,0,4,31.7184712923,30-39,414,4,2,2,4,4,2,2,10,3.5347419748,227.2449647707,0.0123048289,0,0,0,135,5.320870374534159E-5,7.549639E-5,7.7459335E-5,353,0.3525641,2,0,199,0,0,-0.3525641
274074495,teampalerider,10,3978,81,109,1,1,31.0699598428,30-39,611,6,5,3,8,8,5,3,10,3.580658269,437.2483001706,0.0169936443,0.0178571429,0.1,0,135,7.427751272000233E-5,1.5099278E-4,1.5491867E-4,257,0.4526316,3,7,200,7,0.035,-0.3526316
805996554,gsdenton,10,412,105,286,2,112,37.6998596942,30-39,522,3,3,10,13,13,3,10,10,3.6692401463,570.8133632366,0.0059249281,0.0512820513,0.14444445,0,135,7.918023409005826E-5,1.00661855E-4,1.0327911E-4,257,0.4985755,3,0,200,0,0,-0.35413105
218987872,canonkevy,10,7030,373,1247,8,351,46.2879698851,40-49,688,7,4,7,11,11,4,7,9,3.7387240959,360.7626935162,0.0076882755,0.0181818182,0.071428575,0,135,1.269850265958822E-4,1.2582731E-4,1.2909889E-4,343,0.4260204,19,0,200,0,0,-0.354591825
275078381,TOprogressive,10,1972,243,611,8,15,36.3652794285,30-39,624,6,5,11,16,16,5,11,10,3.5383990248,3507.8449747276,0.012596427,0.0041666667,0.007575758,0,135,9.389801037388594E-5,1.5099278E-4,1.5491867E-4,505,0.36237144,2,1,199,1,0.0050251256,-0.354795682
254714696,MediatedJustice,10,1635,196,433,17,3,42.3330194385,40-49,617,6,5,5,10,10,5,5,11,3.885412434,1069.0686572206,0.0090647718,0.0111111111,0.013888889,0,135,1.3420290831651612E-4,1.5099278E-4,1.5491867E-4,257,0.36879432,6,0,200,0,0,-0.354905431
