id,label,size,statuses_count,followers_count,friends_count,listed_count,favourites_count,klout_score,klout_score_bucket,kred_influence,kred_outreach,indegree,outdegree,degree,weighted degree,weighted indegree,weighted outdegree,eccentricity,closnesscentrality,betweenesscentrality,eigencentrality,newClusteringCoefficient,clustering,componentnumber,strongcompnum,pageranks,authority,hub,modularity_class,interaction_count,temp_term_score,num_tweets,term_score_distinct_tweets,final_term_score
42250627,SarahBestBailey,10,2453,235,219,1,120,30.7860489505,30-39,593,5,3,0,3,3,3,0,0,0,0,2.4057064014301654E-4,0.5,1,264,496,1.4218311404253528E-4,2.396616E-5,0,261,2,0,200,0,0
44207086,lynneakin,10,68,166,68,11,0,34.0593789734,30-39,388,2,1,2,3,3,1,2,7,3.1221961835,0,0.003506188,0.1666666667,1,0,66,6.071098789883314E-5,1.198308E-5,1.2138721E-5,390,1,0,68,0,0
44482290,pkyo,10,336,24,70,0,8,17.0376144503,10-19,453,3,0,2,2,2,0,2,8,3.5147255689,0,0,0.5,1,0,586,4.4780486537007367E-5,0,6.0693606E-6,55,0,0,200,0,0
46947111,ondasalmon,10,17557,396,401,1,46,44.3065257962,40-49,746,7,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,325,589,2.985240256774393E-4,1.797462E-5,1.8208082E-5,330,13,0,201,0,0
48066044,MikeMcGill77,10,109,2,74,0,0,18.0788399951,10-19,142,3,0,2,2,2,0,2,7,3.3664658635,0,0,0.5,1,0,424,4.4780486537007367E-5,0,6.0693606E-6,140,3,1,132,1,0.0075757576
66766337,culberthealth,10,498,404,1147,17,2,40.9855992517,40-49,536,4,2,3,5,5,2,3,2,1.25,0,1.5760327845143975E-4,0.15,1,169,323,2.3955451062393376E-4,1.797462E-5,1.8208082E-5,342,1,0,200,0,0
67949754,Hillintl,10,448,833,87,35,1,42.5891914779,40-49,607,3,2,2,4,4,2,2,1,1,0,1.5762601949607043E-4,0.0833333333,1,0,32,5.423447363973633E-4,1.797462E-5,1.8208082E-5,338,36,0,200,0,0
76764120,stuartwilks,10,19290,566,688,16,132,56.7292808872,50-59,769,8,2,2,4,4,2,2,1,1,0,1.5762601949607043E-4,0.0833333333,1,0,32,5.423447363973633E-4,1.797462E-5,1.8208082E-5,338,6,0,200,0,0
85118235,qubit_i,10,367,11,13,1,1,19.5123110538,10-19,289,3,0,2,2,2,0,2,7,3.2001338688,0,0,0.5,1,0,148,4.4780486537007367E-5,0,6.0693606E-6,140,1,0,200,0,0
90445427,loostende,10,319,171,152,7,2,48.9618632104,40-49,478,4,2,1,3,3,2,1,3,2,0,1.5295592626290988E-4,0.1666666667,1,22,95,3.2729608963202894E-4,1.797462E-5,1.8208082E-5,182,0,0,200,0,0
98314052,MakeEmSay_Oww,10,37037,536,378,1,49,33.5787166801,30-39,774,8,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,181,343,2.985240256774393E-4,1.797462E-5,1.8208082E-5,296,4,0,200,0,0
103950335,officialtellem_,10,11638,498,475,1,177,55.3457853135,50-59,726,8,2,2,4,4,2,2,2,1.3333333333,0,1.560489793243037E-4,0.0833333333,1,168,322,2.4453587828285984E-4,1.797462E-5,1.8208082E-5,163,30,0,203,0,0
110587321,NMSUWSP,10,11553,413,544,18,403,46.4105927857,40-49,587,8,1,1,2,2,1,1,8,3.406427854,0,0.0021342629,0.5,1,0,66,4.884407411694686E-5,1.198308E-5,1.2138721E-5,47,0,0,201,0,0
112119151,jlhumblet,10,6365,255,308,17,12,47.7202348102,40-49,622,7,0,2,2,2,0,2,3,2,0,0,0.5,1,0,262,4.4780486537007367E-5,0,6.0693606E-6,320,1,0,200,0,0
125476267,emilysnake3,10,1322,17,54,1,9,,,443,5,0,2,2,2,0,2,7,3.1529451138,0,0,0.5,1,0,581,4.4780486537007367E-5,0,6.0693606E-6,47,0,0,200,0,0
127901611,Rambojks,10,1741,64,160,0,16,31.933791127,30-39,626,6,3,3,6,6,3,3,7,3.0127217944,0,0.0043451584,0.1,1,0,66,5.1256865458305944E-5,2.396616E-5,2.4277442E-5,47,6,0,199,0,0
165245722,AleeFariii,10,10791,232,492,0,7,36.3105695788,30-39,587,5,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,325,589,2.985240256774393E-4,1.797462E-5,1.8208082E-5,330,13,0,202,0,0
167990608,superbugfighter,10,159,64,41,2,1,41.0508644318,40-49,444,3,2,1,3,3,2,1,9,4.3277535989,0,1.8392925399437875E-4,0.1666666667,1,0,66,7.836824587099387E-5,1.797462E-5,1.8208082E-5,55,1,0,180,0,0
171236379,LW709,10,2490,149,181,0,1964,33.3251716379,30-39,571,6,2,2,4,4,2,2,7,3.656176766,0,8.995764020896007E-4,0.0833333333,1,0,66,6.925294332108141E-5,1.797462E-5,1.8208082E-5,372,15,0,199,0,0
176548718,mtremblay2010,10,4205,257,270,5,14,34.7571428255,30-39,607,6,0,2,2,2,0,2,7,2.9601740295,0,0,0.5,1,0,637,4.4780486537007367E-5,0,6.0693606E-6,390,4,0,200,0,0
183076776,Prespssp,10,102,28,18,1,0,34.4028037001,30-39,434,3,2,0,2,2,2,0,0,0,0,3.1089209653900585E-4,0.5,1,0,38,5.2589004262889535E-5,1.797462E-5,0,390,2,0,120,0,0
190057663,JaviBCordova,10,1939,147,174,0,82,39.0621108928,30-39,627,5,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,325,589,2.985240256774393E-4,1.797462E-5,1.8208082E-5,330,15,0,201,0,0
200140108,aliceedunn,10,10961,1053,725,1,17,46.4300366664,40-49,764,7,7,0,7,7,7,0,0,0,0,5.806953722925451E-4,0.5,1,46,133,1.8501453310930619E-4,4.793232E-5,0,102,5,0,201,0,0
247571455,savagestate,10,4437,122,92,5,1748,44.7915752116,40-49,659,7,3,3,6,6,3,3,7,3.6193505189,0,4.979721591437422E-4,0.1,1,0,66,6.913275583692257E-5,2.396616E-5,2.4277442E-5,47,2,0,199,0,0
253180312,Shhlie,10,1426,133,164,1,330,39.2117400588,30-39,620,5,4,4,8,8,4,4,2,1.2,0,3.2182929738269154E-4,0.1071428571,1,209,402,2.6065177531832076E-4,2.99577E-5,3.0346804E-5,341,22,0,200,0,0
256773530,WFTitanBaseball,10,1189,211,29,1,5,42.6949907924,40-49,621,3,3,1,4,4,3,1,3,2,0,2.3256498589093082E-4,0.25,1,80,179,3.1919263514044495E-4,2.396616E-5,2.4277442E-5,74,59,0,199,0,0
263863782,KamillaBerdin,10,2672,266,687,3,121,41.8277739118,40-49,559,5,0,2,2,2,0,2,7,3.1452476573,0,0,0.5,1,0,602,4.4780486537007367E-5,0,6.0693606E-6,140,1,0,200,0,0
273283728,djvanbc,10,12,79,678,0,3,29.7246350936,20-29,462,5,2,0,2,2,2,0,0,0,0,0.0051610631,0.5,1,0,11,5.179837177470212E-5,1.797462E-5,0,390,0,0,1,0,0
287974083,BlondeRachellll,10,1646,287,234,0,222,41.394315171,40-49,635,5,4,2,6,6,4,2,2,1.6,0,3.2182929738269154E-4,0.2,1,209,402,2.6065177531832076E-4,2.99577E-5,3.0346804E-5,341,22,0,198,0,0
294078512,thompsonty,10,504,50,56,0,99,26.6686685597,20-29,536,4,2,2,4,4,2,2,2,1.6666666667,0,1.623921402690799E-4,0.0833333333,1,264,497,1.1748037124471323E-4,1.797462E-5,1.8208082E-5,261,4,0,200,0,0
299360167,janicetwlee,10,2621,32,34,2,6,40.1289957527,40-49,624,5,1,2,3,3,1,2,8,3.6340810177,0,1.438493765964687E-4,0.1666666667,1,0,66,5.632733933819057E-5,1.198308E-5,1.2138721E-5,55,1,0,200,0,0
332455169,DJOzroc,10,2568,138,111,3,69,42.2947888167,40-49,645,6,4,4,8,8,4,4,2,1.5,0,3.395898455675363E-4,0.1071428571,1,214,407,2.2320849686773938E-4,2.99577E-5,3.0346804E-5,266,32,0,200,0,0
336221845,VanEastMan,10,93,11,43,0,0,14.6018026945,10-19,111,3,1,2,3,3,1,2,7,3.286575159,0,1.1587037933092188E-4,0.1666666667,1,0,66,5.0037485202879985E-5,1.198308E-5,1.2138721E-5,47,0,0,105,0,0
348226471,Nick_Sully24,10,3296,351,247,1,1461,44.5416283327,40-49,694,6,2,2,4,4,2,2,3,1.9230769231,0,1.7228063368901142E-4,0.0833333333,1,26,99,1.1973323811828786E-4,1.797462E-5,1.8208082E-5,49,7,0,200,0,0
361405809,davidinkansas,10,58,38,20,0,1,24.5481429862,20-29,343,2,2,2,4,4,2,2,1,1,0,1.529712617250445E-4,0.0833333333,1,218,414,2.985240256774393E-4,1.797462E-5,1.8208082E-5,213,11,0,64,0,0
